#Address#	#cell#	#Position#	#QDC channel#	#Pedestal#	#Count#	#Output Q#	#G#
7	5	28	52	168.62000	225.604	5.69840	67.596678529063
7	5	29	53	172.09400	347.238	17.51440	70.736672051696
7	5	30	54	162.34100	335.634	17.32930	69.989095315024
7	5	31	55	167.93600	344.756	17.68200	71.413570274637
7	13	0	93	174.13200	347.261	17.31290	69.922859450727
7	13	1	30	122.17900	179.380	5.72010	67.854092526690
7	13	2	29	131.66500	311.007	17.93420	72.432148626818
7	13	3	28	170.86500	356.655	18.57900	75.036348949919
7	13	4	27	101.75800	160.337	5.85790	69.488730723606
7	13	5	26	175.42800	354.014	17.85860	72.126817447496
7	13	6	25	207.38900	394.667	18.72780	75.637318255250
7	13	7	24	159.95700	337.026	17.70690	71.514135702746
7	13	8	15	180.50300	238.033	5.75300	68.244365361803
7	13	9	14	154.99500	341.559	18.65640	75.348949919225
7	13	10	13	185.34900	370.655	18.53060	74.840872374798
7	13	11	12	172.18600	359.871	18.76850	75.801696284330
7	13	12	11	131.96200	323.091	19.11290	77.192649434572
7	13	13	10	155.10900	331.876	17.67670	71.392164781906
7	13	14	9	215.77700	385.388	16.96110	68.502019386107
7	13	15	8	207.46800	404.182	19.67140	79.448303715671
7	13	16	94	167.87600	347.396	17.95200	72.504038772213
7	13	17	32	141.47500	327.970	18.64950	75.321082390953
7	13	18	45	169.32200	356.861	18.75390	75.742730210016
7	13	19	44	192.59300	378.252	18.56590	74.983441033926
7	13	20	43	170.76800	361.248	19.04800	76.930533117932
7	13	21	42	124.07000	182.387	5.83170	69.177935943061
7	13	22	41	149.06200	207.310	5.82480	69.096085409253
7	13	23	40	194.54200	253.258	5.87160	69.651245551602
7	13	24	63	186.89300	358.966	17.20730	69.496365105008
7	13	25	62	158.42400	215.777	5.73530	68.034400948992
7	13	26	61	166.50100	340.418	17.39170	70.241114701131
7	13	27	60	141.08600	312.260	17.11740	69.133279483037
7	13	28	59	140.60200	198.06700	5.74650	68.167259786477
7	13	29	58	86.23830	272.602	18.63637	75.268053311793
7	13	30	57	164.69600	338.180	17.34840	70.066235864297
7	13	31	56	174.87600	339.153	16.42770	66.347738287561

